name,note,category,coordinates,lng_val,lat_val,caption
<a href='https://lefooding.com/en/restaurants/kamo-4' target='_blank'>Kamo</a>,"Neo-Bistro, Asian",restaurant,"48.87445234060503, 2.3531088287148982",2.3531088287148982,48.87445234060503,"<a href='https://lefooding.com/en/restaurants/kamo-4' target='_blank'>Kamo</a> | Neo-Bistro, Asian"
<a href='https://www.cntraveler.com/shops/paris/marche-des-enfants-rouges' target='_blank'>Marché des Enfants Rouges (covered)</a>,"Foodies will love exploring the multicultural tastes and aromas of the oldest food market in Paris, dating back to 1615.",market,"48.86267500317949, 2.362805891756684",2.362805891756684,48.86267500317949,"<a href='https://www.cntraveler.com/shops/paris/marche-des-enfants-rouges' target='_blank'>Marché des Enfants Rouges (covered)</a> | Foodies will love exploring the multicultural tastes and aromas of the oldest food market in Paris, dating back to 1615."
<a href='https://www.lebongeorges.paris/' target='_blank'>Le Bon Georges</a>,"Classic Parisian bistro with a chalkboard menu of daily dishes with seasonal produce, plus a long wine list.",restaurant,"48.877816691549945, 2.33727991474594",2.33727991474594,48.877816691549945,"<a href='https://www.lebongeorges.paris/' target='_blank'>Le Bon Georges</a> | Classic Parisian bistro with a chalkboard menu of daily dishes with seasonal produce, plus a long wine list."
<a href='https://www.lamachinedumoulinrouge.com/le-bar-a-bulles/' target='_blank'>Le Bar à Bulles</a>,Rooftop bar behind the windmill blades at Moulen Rouge,bar,"48.88471002715455, 2.332271841758535",2.332271841758535,48.88471002715455,<a href='https://www.lamachinedumoulinrouge.com/le-bar-a-bulles/' target='_blank'>Le Bar à Bulles</a> | Rooftop bar behind the windmill blades at Moulen Rouge
<a href='https://cloparis.com/' target='_blank'>Chez Clo'</a>,Tapas and cocktails. ,restaurant,"48.8681124431618, 2.374422053374773",2.374422053374773,48.8681124431618,<a href='https://cloparis.com/' target='_blank'>Chez Clo'</a> | Tapas and cocktails.
<a href='https://www.slakparis.fr/' target='_blank'>SLAK</a>,Inexpensive authentic Turkish street food.,restaurant,"48.88251729496517, 2.333381653754128",2.333381653754128,48.88251729496517,<a href='https://www.slakparis.fr/' target='_blank'>SLAK</a> | Inexpensive authentic Turkish street food.
<a href='https://www.yelp.com/biz/muniyandi-vilas-paris' target='_blank'>Muniyandi Vilas</a>,Inexpensive Indian / Sri Lankan food.,restaurant,"48.883933419139645, 2.359043426413768",2.359043426413768,48.883933419139645,<a href='https://www.yelp.com/biz/muniyandi-vilas-paris' target='_blank'>Muniyandi Vilas</a> | Inexpensive Indian / Sri Lankan food.
<a href='https://www.roriparis.com/' target='_blank'>Rori Pizza (and drinks)</a>,"Fine pizza and natural wine, cocktails",restaurant,"48.867932851462406, 2.3784385698558848",2.3784385698558848,48.867932851462406,"<a href='https://www.roriparis.com/' target='_blank'>Rori Pizza (and drinks)</a> | Fine pizza and natural wine, cocktails"
<a href='https://www.momohouse-paris.fr/en/' target='_blank'>Momo House</a>,Nepali / Tibetan streetfood,restaurant,"48.86771124772541, 2.343983678007193",2.343983678007193,48.86771124772541,<a href='https://www.momohouse-paris.fr/en/' target='_blank'>Momo House</a> | Nepali / Tibetan streetfood
<a href='https://www.oobatz.fr/' target='_blank'>Oobatz (best pizza)</a>,Fancy pizza. Reservations needed.,restaurant,"48.864757416431296, 2.3818626511012013",2.3818626511012013,48.864757416431296,<a href='https://www.oobatz.fr/' target='_blank'>Oobatz (best pizza)</a> | Fancy pizza. Reservations needed.
<a href='https://fellows-restaurants.com/etablissement/fellows-saint-germain/' target='_blank'>Fellows Saint-Germain</a>,"handmade pasta, seasonal ingrediants, drinks",restaurant,"48.85237850868998, 2.3365516259462806",2.3365516259462806,48.85237850868998,"<a href='https://fellows-restaurants.com/etablissement/fellows-saint-germain/' target='_blank'>Fellows Saint-Germain</a> | handmade pasta, seasonal ingrediants, drinks"
<a href='https://fellows-restaurants.com/etablissement/fellows-faubourg-st-denis/' target='_blank'>Fellows Saint-Denis</a>,"handmade pasta, seasonal ingrediants, drinks",restaurant,"48.87385988156478, 2.355262057746975",2.355262057746975,48.87385988156478,"<a href='https://fellows-restaurants.com/etablissement/fellows-faubourg-st-denis/' target='_blank'>Fellows Saint-Denis</a> | handmade pasta, seasonal ingrediants, drinks"
<a href='https://www.parisunlocked.com/paris-neighbourhoods/canal-st-martin-and-republique/paris-canal-saint-martin-neighborhood-guide/' target='_blank'>Canal Saint-Martin</a>,"One of the Right Bank’s most vibrant areas. Scores of boutiques, restaurants and wine bars, and a bustling nightlife scene.",neighborhood,"48.86997882794327, 2.3673391434772904",2.3673391434772904,48.86997882794327,"<a href='https://www.parisunlocked.com/paris-neighbourhoods/canal-st-martin-and-republique/paris-canal-saint-martin-neighborhood-guide/' target='_blank'>Canal Saint-Martin</a> | One of the Right Bank’s most vibrant areas. Scores of boutiques, restaurants and wine bars, and a bustling nightlife scene."
